content,tstamp,matching_terms,category
resale rights i would like to buy resale rights money is not a problem just show me what you got i am looking for ebooks booters vpn hosting hosting really anything please post down below or pm me,2014-05-17 05:49:00+00:00,['booter'],demand
vouched fresh kelv's botshop 7k in stock cheapest pm btc skrill kelv's botshop hello i am starting a new botshop with cheapest prices on hackforums all bots are now fresh and are obtained with exploit kit prices installs 0 04$ per 1 100 installs 4$ 500 installs 20$ 1000 installs 40$ updates 0 07$ per 1 100 updates 7$ 500 updates 14$ 1000 updates 65$ loads 0 09$ per 1 100 loads 9$ 500 loads 45$ 1000 loads 85$ current stock 7850 payment methods perfect money bitcoin skrill faq can you crypt my file yes it is extra 10$ completly fud do you sell by country no do you do test installs no i do not what are installs updates loads installs are download and executes from botnet updates download and execute with me uninstalling them afterword from my net loads directly download from exploit kit that way you are the first guy touching them tos only rule you are paying for what i execute not what you receive if executed no refund,2014-05-19 01:08:00+00:00,['botnet'],demand
cheap username email password quick hello i'll be offering my username email password service provide me with your target's alias username and or email address and i'll see if i can get their password it takes about 5 seconds to get it and is extremely cheap it'll only be successful if they hang around hacking forums eg this one have signed up on stressers etc all data sources are private which means you will not find them anywhere else because only i have them 1 lookup $1 btc paypal 5 lookups $3 btc paypal 10 lookups $5 btc paypal 25 lookups $10 btc paypal 50 lookups $20 btc paypal anything else pm me i'll provide a vouch copy to an ub3r once and will go first if you're trusted obviously you only pay if i have successful results,2014-05-21 03:25:00+00:00,['stresser'],supply
st override botnet http ring3 rootkit threaddesign is beeing deployed with all the important screenshots on friday if you don't want to believe me until you see screenshots just leave the thread and wait st override botnet about the botnet the st override botnet is an affordable lightweight and high compatible botnet which is developed with feedback from the users all features are tested weekly by our staff and upgraded if there's any need for improvement we are compatible with every avaiable crypter and will fix it with highest priority if not the bot is coded in native win32api c and is smaller then 100 kb features x86 x64 ring3 rootkit systemwide userkit by using advanced hooking technologies the bot is able to manipulate every nt system call which makes it possible to change or deny access to any ressources the st override botnet also allows to remove any 3rd party hook on critical functions and restore own hooks this makes it very hard to find and remove this piece of malware anti virus killer and admin se st override features an fully functional av killer if supplied with administrator access to the system it's also able to nuke down av software before it even gets installed on the pc to increase the chance of receiving administrator access you can enable the social engineer feature in the admin panel if this is active st override will deny access to every program you want to open with an error message that the file is damaged after this error message showed up a random amount of times between 3 and 10 times there will be a messagebox showing up telling to recover your damaged files when the target agrees the cmd prompts for administrator access if the target doesn't there will always be this message when trying to open up a file after a reboot all files get hidden and the wallpaper gets removed which makes it much more legit looking the av killer was tested successfully on we didn't test every av software yet arcabit antivirus 2014 avast premier 2014 avg antivirus 2014 avira internet security suite bitdefender total security bkav internet security bullguard premium protection eset smart security f prot antivirus f secure internet security 2014 g data total protection ikarus anti virus k7 ultimate security gold kaspersky internet security 2014 when selfprotection is deactivated ad aware total security malwarebytes anti malware 2 0 premium yes i know this isn't a anti virus but still worth to be mentioned mcafee total protection norman security suite pro norton 360 panda gold protection sophos endpoint antivirus total defense unlimited internet security trend micro titanium maximum security zonealarm 2015 extreme security anti botkiller to be the only master of an pc st override is able to remover other malware on the targets pc it does scan the processes for suspicious activities and disables those it also terminates instantly everything which is encrypted using the default runpe methods in the other direction st override is nearly immune against removal attempts by botkillers st override is using therefor 5 on every pc randomly generated registry keys which are fully monitored any modification on those registry keys will instantly be reversed cryptocurrency miner with this botnet you're able to mine any sha256 or scrypt based cryptocurrencies avaiable on your bots you can decide if cpu gpu or both should get used as well as the maximum percentage of usage so you have the maximum flexibility on how to use your bots formgrabber you can specify filters with wildcards of domains and ips which should be monitored st override is able to grab any information on google chrome mozilla firefox and microsoft internet explorer with the default http protocol as well as https optional domain generator with the domain generator you aren't limited to a few domains which will loose all your bots if your domain gets cancelled the bot will have an individual algorithm generating you 1000 possible domains to which it will connect to the algorithm isn't reversable so you don't have to fear anyone stealing your precious slaves it will try it from the top from the list to the bottom and tries to connect to ru ro to optional connect over tor adds 50kb size with this option you can tell us up to 16 different onion domains to which the botnet should connect to so you can enjoy a much larger amount of time until your server is found todo add s ftp smtp and pop3 grabber add more domain endings to the domain generator pricing the price for the default botnet is $350 the domain generator or the tor connection costs additional $150 the updates are beeing deployed for free but have to be installed by yourself to secure your privacy payment only with btc who contacts me first at jabber gets it for free as vouch copy this vouch copy won't have the domain generator or the tor connection and is limited to a single one ip domain you have to post an review of this project afterwards edit vouch copy went to uid 1583884 to buy this or ask your questions you have to contact me on jabber with otr stoverridesales exploit im if you plan to purchase this without the domain generator be sure to send me the domains ips to which the bot should connect to you can add up to 32 domains ips every sale until friday will only cost $100 with one of the optional addons you can buy it for $150,2014-05-21 12:42:00+00:00,['botnet'],supply
url shortener full site auto setup and webhosting 2 months start bid 2$ buy it now 15$ quantity 1 end date 31 05 2014 accepted payment methods paypal bitcoin description the site is complete and working properly screen spoiler 2 put the database information done webhosting duration 2 months disk space 3gb email 10 domains 5 sub domains 5 database 5 ftp user 5 ddos protected,2014-05-22 08:34:00+00:00,['ddos'],demand
webhosting unlimited ddos protected 5 months start bid 3$ buy it now 15$ quantity 1 end date 31 05 2014 accepted payment methods paypal bitcoin description 5 months diskspace 20gb bandwidth unlimited email unlimited subdomain unlimited mysql database unlimited ftp users unlimited ddos protection,2014-05-23 03:35:00+00:00,['ddos'],demand
buying botnet crypt setup so i have 30$ wondering if i can buy any botnet or something of that source i just want to be able to send my virus to people and get them added to my irc for my command p is this possible skype asiimov,2014-05-23 11:23:00+00:00,['botnet'],demand
selling www reboot re 7 200 2 hours lifetime stresser account super cheap i purchased this account myself and have full permission to sell it site package details package lifetime titanium expiration date 04 12 2024 08 37 pm max boot time 7200 seconds concurrent attacks 3 package price $114 99 it's the maximum available package on their site my package price $40 discount $74 99 i can definitely vouch for this stresser as i got it tested a while back and it was legit hitting 10gbp s accepted payment methods btc proof if you're interested i can screenshare my ownership,2014-05-24 03:01:00+00:00,['stresser'],supply
instinctbooter 20gbps silver lifetime auction x5 copies instinctbooter lifetime gold package start bid 2 50$ buy it now 12 50$ quantity x5 end date 01 06 2014 description you will receive a lifetime silver package for instinctbooter you will have the following features and more 800 seconds unlimited attacks ip logger skype resolver cloudfare resolver accepted payment methods paypal btc ltc omc minimum bid increasement $0 50 additional stipulations and requirements will accept paypal from trusted users only this package is usually worth over 15$ visit for more info current bidders dinuhsawr $7 00,2014-05-24 03:47:00+00:00,['booter'],supply
ip stresser booter hi i can some1 offer a good and cheap lifetime booter,2014-05-24 05:09:00+00:00,"['booter', 'stresser']",supply
reseller support partner my r sum name benjamin hugs age 16 hf experience i am a trusted member of 4 years with nearly 2 000 high quality posts and 500 reputation marketing experience i have sold booters hosting and tons of little things here and there but my biggest success was my bot shop i ran one of the biggest bot shops on hf with hundreds of sales support type skype jabber kik team viewer pretty much anything i have great written and verbal communication skills i do have a microphone so i do offer verbal support online hours 24 7 365 a little about me i am hard working and always strive for the best with any project i work on i am active and am always eager to learn new things i also have a good amount of money so i will invest into the best for us hugs,2014-05-24 05:13:00+00:00,['booter'],supply
prettyboot exploit to the right person it might be worth something but since all booters die out eventually and before these exploits would sell because shells were worth something an api link won't last long imo but if someone were to have beef with someone running a booter they would probably be willing to pay a nice sum tldr $1 from me $50 from someone who could use it glws op,2014-05-25 02:37:00+00:00,['booter'],demand
how much woulddo people get paid to ddos usually how much per hour was just wondering if it was lucrative not going to do it myself,2014-05-26 07:51:00+00:00,['ddos'],demand
nfo server takedown hello all i need a nfo server taken down i am willing to pay 5 bucks for 20 minutes of downtime i may also buy a booter if you can prove your booter can take it off thank you all,2014-05-29 12:22:00+00:00,['booter'],demand
botnet setup guidence so i have a but of money to invest and was thinking about setting up a botnet to mine or something i am willing to pay someone to help me out and answer my questions etc thanks,2014-05-30 03:45:00+00:00,['botnet'],demand
auctioning off minecraft server with 4 months of service left i am selling my minecraft server hosted on cubedhost com this server has 4 months left on the host next payment due on 10 3 2014 it has 1gb of ram ddos protection custom subdomain and unlimited slots recommended amount is 25 there are no players that play on this server and it has no following or anything it is just an empty server that i have no use for you can see the multicraft page for the server here all offers must be made on this thread not through pm by winning this auction you will have complete ownership of the server and can do whatever you want with it auction info start bid $5 00 usd buy it now $75 00 usd quantity 1 end date dd mm yy 07 06 14 saturday june 7th description look at the part above accepted payment methods paypal additional stipulations and requirements none,2014-06-02 05:15:00+00:00,['ddos'],supply
darkddoser account lifetime start bid 5$ buy it now 15$ quantity 1 end date 06 06 2014 description darkddoser account accepted payment methods paypal bitcoin images spoiler img http darkddoser com home wp content uploads yootheme widgetkit gallery zoom img1 png img img http darkddoser com home wp content uploads yootheme widgetkit gallery zoom img2 png img img http darkddoser com home wp content uploads yootheme widgetkit gallery zoom img3 png img img http darkddoser com home wp content uploads yootheme widgetkit gallery zoom img4 png img img http darkddoser com home wp content uploads yootheme widgetkit gallery zoom img5 png img img http darkddoser com home wp content uploads yootheme widgetkit gallery zoom img6 png img,2014-06-04 08:29:00+00:00,"['darkddoser', 'ddoser', 'doser', 'ddos']",demand
i need a botnet i'll pay for setup and install on bulletproof hosting i hear beta is good for what i am doing you can recommend me a host and supply the bot and back end code i'll pay in btc looking for fud stub etc looking for quickness i have a traffic source that i want to use his exploit kit with,2014-06-07 08:12:00+00:00,['botnet'],demand
1 lifetime aurorastresser account for sale original price reduced to 50 start bid $50 current bid $65 buy it now $80 quantity 2 description you will get a lifetime account on the normal price is $100 but is reduced to 50 the account has 3000 seconds 50 minutes max boot 2 concurrent attacks accepted payment methods btc and paypal minimum bid amount $2 tos i have the right to decline any payment from anyone if you don't have a positive reputations on hackforums i'll decline your payment,2014-06-07 11:17:00+00:00,['stresser'],supply
free ddos protected offshore hosting for any active website willing to advertise 100 hosting is offering a great offer for free ddos protected and offshore shared hosting for any active website with plenty of traffic willing to advertise 100 hosting on their website contact me via pm or skype hosting 100,2014-06-08 07:20:00+00:00,['ddos'],supply
free ddos protected offshore hosting for any active website willing to advertise 100 hosting is offering a great offer for free ddos protected and offshore shared hosting for any active website with plenty of traffic willing to advertise 100 hosting on their website contact me via pm or skype hosting 100,2014-06-08 07:23:00+00:00,['ddos'],supply
got scammed i duno what thread this suppose to go in but i bought websmacker booter and it doesnt absolutely nothing i got a free boter called gui booter this works compared to the 6 dollars i just payed for this crap lol im so mad at least if your gona sell something make sure it works it has total of 160 people and 2 servers online i need help what can i buy to ddos i have 2 booters that work but this server i wana hit is protected can anyone help me if i buyy 600 bots for 50 dollars on the sales thread i saw it will that work and is it easy to setup,2014-06-10 01:25:00+00:00,"['ddos', 'booter']",demand
http botnet i have a few questions well i am soon going to release my http botnet for sale it has the following features visit website delete files restart computer shutdown computer filezilla grabber 2 ddos methods client ip client location os startup and persistance fud free bins how much should i sell it for $25 lifetime,2014-06-10 04:42:00+00:00,"['botnet', 'ddos']",supply
servers good for booters selling servers good for your booter api or similar they also have been used for making an amp or chargen list i have ways of getting back into the server if the password is changed they're taken from a service similar to a booter so they won't get suspended anytime soon it would be a one time fee we can talk over xmpp or pm for more information xmpp fearhf exploit im longlivetheempireme,2014-06-11 12:24:00+00:00,['booter'],supply
cheap selling hacked gmod servers cheap selling hacked gmod servers it has a low detection rate details pricing monthly 50p slot quarterly 50p slot semi annual 45p slot annual 40p slot features instant activation mod installer ddos protectio my price 10$ each tos not refundable you will go first chargebacks will be resulting in a deal dispute proof will be shown don't waste time come to the point,2014-06-12 06:49:00+00:00,['ddos'],supply
http botnet startup persistence fud half price rootkit yes could you upload a video of it i will probably buy it soon but want to see it in action first,2014-06-13 01:04:00+00:00,['botnet'],demand
software engineer for hire i put the software engineer in quotes because i feel it's a bit egotistical but it got you into the thread didn't it i'm a programmer i'm for hire i don't want to make booters though please for the love of god do not ask me to make you a booter stresser ddoser unless you're prepared to pay a lot of money because those things are fucking boring anything else though and i'll consider it this is just meant to supplement my income so i don't want massive projects unless again you're making it well worth my while things that are fun and quick to program will cost much less than things that are boring and slow i'm experienced in the following languages php html css javascript jquery objective c java python c if you need something done post here or pm include details of the project and your budget,2014-06-15 03:18:00+00:00,"['ddoser', 'doser', 'ddos', 'booter', 'stresser']",demand
1 year vps start bid $45 buy it now $200 or offer quantity 1 end date 20 6 2014 description a 1 gb vps hosted in la disk space is 15 gb ssd 1 cpu core 2 tb bandwith 2 cents gb if you go over which with this type of server you shouldn't cpanel can be added on centos 6 5 for an additional 20$ month can put any of the following os's on it ubuntu 14 04lts ubuntu 12 04lts debian 7 3 wheezy debian 6 squeeze centos 6 5 centos 5 10 fedora 20 arch linux accepted payment methods paypal or bitcoin preferred additional stipulations no black hat or booters allowed i have the right to end cancel this auction at any time,2014-06-15 08:48:00+00:00,['booter'],supply
linux root selling linux roots most are using busybox os 30 cents each can use as a bot for botnet only sold to one person so don't worry about that c t o s spoiler helping out where i can,2014-06-16 06:31:00+00:00,['botnet'],supply
looking to buy vps servers that ddos allowed i already searched on hf all threads are months ago and many posters' accounts are banned so anyone can provides me vps servers that ddos allowed and with 1gbps upload speed please pm me plz,2014-06-16 08:12:00+00:00,['ddos'],demand
rat or botnet hey guys i found out a really good way to get a lot of slaves fast my problem is that i don't have a good budget to invest on paid rats or botnets at the moment but according to my plans i'll have more than 1000 slaves per week so i need a good tool to begin with in order not to loose my upcoming slaves i found andromeda bot cracked from a friend with some plugins and stuff but i am not sure if i should start with it or if i should use something else like dc rat i will also need a crypter or someone to crypt my stubs my plans about bots for now i will use them to ddos i will use them to watch webpages and click ads so i am asking your opinion about it what do you think i should do thank you,2014-06-19 01:35:00+00:00,"['botnet', 'ddos']",demand
botnet and rat setup rat free botnet 10$ welcome to my shop to pm me you just have to click anywhere in the theme terms of service 1 all sales are final 2 if anything gets wrong til the setup i'll refund you 3 you don't can change your choice of the botnet after i started 4 chargeback will handle with a scam report,2014-06-19 09:14:00+00:00,['botnet'],supply
ownership of income locker survey locker selling this because i recently brought out my stresser and working on another project besides that i am working 40hours a week so i'm pretty bussy most of the time i'll write down your bid thank you,2014-06-20 01:05:00+00:00,['stresser'],supply
stresser staff members staff member waiting list spoiler zanywing blackveilbrides zanwald fade incereon athetrix hack em enronitis seo service mike wazowski federal avatar aang 'moon the stresser launches in late july if you would like to be a staff member please apply here there are some strict tight requirements nevertheless the benefits are well worth it must be a trusted member no negative rep at least 15 positive rep no warning level ways you make money as a staff member being rated referring members shares in the company large spikes of profit and trades being rated 3 star rating $4 4 star rating $6 5 star rating $8 every time you help a customer they rate you you get paid by the above ratings referring members every member you reefer you get 10 of their spending's please keep in mind that this is open to any member or staff shares these are also open to anyone but you must be trusted if you are staff you are more likely to be approved for $100 per percent you can purchase a share how these shares work for $100 you get 5 of all money earned per 2 months you must repurchase these shares every 12 months large spikes in profit if we make more than expected than last month then we devote 3 of said profit is devoted to be split evenly and given to all of our staff trades trades are only available to our staff crew and administrators they are sort of like gambles basically our staff crew can choose whether or not to bet you place a wager on whether or not our profit company wide value and total earnings will go up or down staff app format about me age date of birth state country ect ect prior involvements previous jobs staff involvements ect,2014-06-23 04:07:00+00:00,['stresser'],supply
cheap http botnet setups 5 cheap no vouch copys left contact skype webhacker with period pm beedrill specials mass mail script 25€ your bot on my private vps 25€ t o s no refunds only if theres something wrong with the bot no charging back no sales thrashing all sales are in euros currency period payment processers paypal btc auto virus spreader setups skype spreader 5€ fud crypt 10€ http bots smoke loader 5€ ubot 2 50€ solorbot 5€ cythosia 5€ andromeda 5€ n0ise 5€ vertexnet 5€ elite loader 5€ exodus loader 5€ g bot 5€ n0pe bot 5€ novicus 5€ seeq 5€ stike 5€ umbra loader anti ruskill and bot spreader plugin 5€ legalize marijuana this closes down feb 8th xxx420,2014-06-26 06:06:00+00:00,['botnet'],demand
ddos service interested about 48h ddos service payment btc website of tv,2014-06-27 09:45:00+00:00,['ddos'],demand
selling domain name value hello hackforums i'm selling this valuable domain name premium domain ddos services com domain expires wed 12 24 2014 and is registered at namecheap com post your offers below if you are not serious move on start bid $10 buy it now $80 bid increments $2 proof bid ends strictly on july 11th 7 00 gmt,2014-06-27 11:10:00+00:00,['ddos'],supply
someone is impersonating me over jabber and perhaps other mediums i have just received a report that someone is impersonating me over jabber trying to sell bots in my name and someone was unfortunately scammed i have not managed a botnet in a few months now link to my thread if anyone claims that they are me and selling bots then it is bullshit i have been out of this scene for a while,2014-07-01 04:23:00+00:00,['botnet'],supply
pricing of a http scrypt coin mining botnet mines when idle pictures of web panel home php see how much can actually be made mining scrypt based coins instead of outdated coins such as bitcoin i was thinking of selling the exe and webpanel for $40 seeing how all other botnets are $75 to $100,2014-07-02 04:18:00+00:00,['botnet'],supply
vps w spoofing and ddos protected hello im looking for a quality server ddos protected and allowing ip spoofing with the possibility to pay via paypal please post a link to the thread or website of the hoster who you know for sure allows these things thanks in advance,2014-07-03 05:43:00+00:00,['ddos'],demand
i can do almost anything hello i am looking for a job i can do alot for you examples market your product on site or off site be a support for your site manage backend of stressers more pm me,2014-07-06 12:08:00+00:00,['stresser'],demand
dns chargen snmp quake netbios amp lists strong cheap why selling i know a lot of booter stresser many people on hf use dns chargen snmp but a lot need amp list to amp their attacks tos you go 1st charge back scam report all my lists are fresh strong i am not responsible of yours actions plans pricing chargen $10 dns $15 snmp $15 quake $15 netbios $15 payment method paypal only for confidence user btc contact pm skype zinedine zidane hf my commitments give you all the time fres list the most lines possible larger responses as possible skype support give a sample of list before buy 20 30 lines i give you the attacks scripts if you purchased old free lists that i gave don t walk behind me i may not lead don t walk in front of me i may not follow just walk beside me and be my friend albert camus,2014-07-09 03:58:00+00:00,"['booter', 'stresser']",supply
botnet hosting for sale hosting for botnets sale if u wanna to do buisness buzz me skype nellaisamurai russia ym nellai samurai,2014-07-12 08:24:00+00:00,['botnet'],supply
selling booter api source selling my booter api source code it's written in php using ssh2,2014-07-13 05:37:00+00:00,['booter'],supply
halo 3 lvl service necto elaborate account leveling service aimbot our services our services includes aimbotting modding you to your desired rank in halo 3 other game mods can be done either pm or post in thread and we will give you a price we also unlock acheivements giving you your dream gamer score another fun service we offer is the good old double exp weekend playlist so you and your friends can get that rank that you always wanted in grifball we have many services that we offer besides modding and can be discussed via pm oh and ps we also sell beastly halo 3 accounts pm for more info on that to everyone saying that this game is old and modders are ruining it i agree 100 this service is just to help out people who couldnt reach their ranks because of hostbooters modders so in a way this is a white hat service bettering our community by providing them with something they've always wanted and if we ever match up against a fellow hackforums member we immediately end the game causing it to go unreliable and everyone is happy disclaimer for services you will send payment first via paypal there will be no chargeback doing so will result in a scam report all sales are final and we are not responsible for what you do after you leave our game our service is complete prices spoiler 1 you're under no circumstances entitled to a refund all sales are final exceptions can be made if i fail to gather a piece of information 2 prices are final no negotiations 3 do not chargeback the payment or a scam report will be opened,2014-07-14 09:41:00+00:00,['booter'],supply
need a good booter that i can buy designstresser is ok i guess depends what you want in a stresser,2014-07-15 03:49:00+00:00,"['booter', 'stresser']",demand
sicko mobb rat botnet setup service hey guys my name is sicko mobb i am given botnet rat setup service cheap http botnet 20$ irc botnet 10$ rats 5$ add me on skype for more information skype brenker fan my english sucks so sorry payment btc,2014-07-15 03:51:00+00:00,['botnet'],demand
need a coder for make a gui i need a coder for make a gui from a botnet for more info add me on skype zerofeng3 need this if anyone can help me i paid him,2014-07-17 06:55:00+00:00,['botnet'],demand
how do i start up and create my own vps booter or server booter you should get some advices before buying any booters and you first need to get a spoof enabled vps or dedicated server i would recommend a dedi cause a vps is hosted on a shared port wich means that it won't get the full port speed after you found that you could get some scripts and start scanning lists you can get a decent list in 1 night which could take down any home connection,2014-07-23 01:17:00+00:00,['booter'],demand
buying booter whats the best strong booter on hf and hard hitting i have 20 pp,2014-07-23 01:26:00+00:00,['booter'],demand
looking for botnet sst extreme ones i have used 5 famous stressor they didn't do a thing to my target site if you can provide me a test to take down the target site i will pay right away please only extreme experts i haven't seen anything this horrible anyone who's got big ego to show off plz help me i will pay accordingly,2014-07-23 03:58:00+00:00,['botnet'],demand
best booter on hf i am looking to buy 1 on here please link me to the best one on here budget $11,2014-07-23 06:44:00+00:00,['booter'],demand
sell stresser thread design abstract clean hey guys i'm selling my thread design for a stresser first stresser thread design best offer minimal price $1 buy now price $10 preview spoiler img http s13 org fz8m0yy07 ultimate stresser png img you'll get ownership over the thread design psd file payment pp btc hope you enjoy it,2014-07-24 12:07:00+00:00,['stresser'],supply
a good booter hey guys i'm currently looking for a booter that's strong enough to easily take a website offline i'll pm you the website i need down but i'd prefer to buy a booter myself and repeatedly take it down whenever i feel it is necessary,2014-07-30 11:39:00+00:00,['booter'],demand
irc or http botnet $50 i am looking for a professional botnet with offshore domain i can pay $50 pp,2014-07-31 06:34:00+00:00,['botnet'],demand
testing booters from hf marketplace video is long and i didn't bother editing it if you are interested in buying booters watch my video first they are cheap for a reason none of them worked as expected if you want more proofs of 0x68 and billie scamming go i made good 6 pages of chatting with them and proving community that they are scammers you can also read this thread completely if you are not an ass licker it should be pretty easy to understand that you should not deal with them,2014-08-01 01:14:00+00:00,['booter'],demand
dirt cheap storage vps 225gb $9 99 unmetered bandwidth openvz kvm super storage vps servers at the cheapest prices is here made for to store use for anything unlike other storage vps providers i don't limit your bandwidth so you get to use as much bandwidth as you want on 100mbps ports plans small 225 gb hdd 512mb ram 384 128 vswap unmetered 100mbps ports 1 ipv4 openvz $9 99 m medium 425 gb hdd 756mb ram 640 128 vswap unmetered 100mbps ports 1 ipv4 openvz $17 99 m all vps comes with dedicated resources and equal shared cpu we offer dedicated vps control panel not solusvm but virtualizor i will add ipv6 to your vps as soon as i figure out how to add them and i will increase the ram if i have extra left some i will share a server to 4 6 people so i might have some extra left tos porn legal allowed botnet and illegal stuff nope if you are interested please shoot me a pm i am accepting paypal and btc only,2014-08-02 07:15:00+00:00,['botnet'],supply
3 strong servers dedicated fully spoof 10tb traffic 8gb ram core i3 1gbp s hi guys so i suffer from many problems for now of internet and family by the way i don't want waste money of my servers so i sell my three high volume attack servers with high features they are spoofed 100 allow for ddos like what i used for my stresser wrathstresser each server with dns amp can outputmore than 10gbp s also with ntp can pass 40gbp s to 50gbp s features of them cpu intel i3 540 dual core 3 06ghz ram 8gb ddr3 8 x 1333 ecc udimm speed pure 1gbp s hard drive 500gb sata wd5003abyx i sell all at once please don't ask for 1 serve access servers via putty ipmi too original price for each server from company is 166$ mean 498$ servers still new and i didn't used them because of my family problems bad internet connection in my city my price is only 360 $ for the 3 servers accepting btc pm paypal for trusted users or you can pay 240 $ for 2 servers 25 days my prices are very good cheap too private message me for more information speed test of one serve img http www speedtest net result 3666104219 png img its depends on time but most of the time higher than this servers really have high attack volume for stresser,2014-08-02 10:07:00+00:00,"['ddos', 'stresser']",supply
ip spoofing enabled 1gbit vps hi i'm looking for ip spoofing enabled 1gbit vps for ddos i can pay via paypal or webmoney send me your offers via pm,2014-08-03 06:08:00+00:00,['ddos'],demand
skype api im looking to buy a skype api the source code for my stresser pm me or post here,2014-08-04 08:26:00+00:00,['stresser'],demand
still need some slaves hi guy's i still want to buy some slaves not bots form a botnet because i don't want to loose them after 1 day i someone want to share sell or exchange slaves please send me a message thank you,2014-08-05 05:10:00+00:00,['botnet'],demand
rockethoster co uk free domain unmetered web hosting $1 99 month 20 off we now offer free trial hosting with 1mb hdd space and 1gb bandwidth tos hosting anything illegal as of the laws in the united kingdom will get your account terminated without warning any outgoing ddos or spam will get your account terminated without warning any warez child pornography or torrent related sites will get your account terminated without warning website design coming soon i promise,2014-08-05 07:41:00+00:00,['ddos'],supply
1$ vps servers 1$ 1$ hey i sell vps servers for 1$ each specs 1024 mb lenght 1 month every mont 1$ system centos ubuntu altlinux debian owl oracle arch fast vpses normal they cost like 10 buks payment method paypal just hit me a private message for buying it or add my skype cloud stresser greetings,2014-08-06 07:54:00+00:00,['stresser'],demand
hochinminh's bot shop fresh bots cheap installs updates pp pm btc ltc wmz hi there i am providing installs and updates service the prices for installs and updates are as follows prices installs updates installs $0 04 per install 100 $4 250 $10 500 $20 1000 $40 updates $0 06 per update 100 $6 250 $15 500 $30 1000 $60 tos terms of service no refunds period you're paying for the executions and not what you receive check your file before sending me i will not do test installs i will not send more than once period no botkilling i reserve the right to change my tos at any time even without even changing my thread and not to deal with anyone i don't want to i reserve the right to deny pp to anyone from whom i don't want to take or deem trusted contact and payment info contact by hf pm jabber hochiminh exploit im skype hochi hack payment methods pp btc ltc wmz pm faq q are you providing vouch installs a yes i can provide them but only 3 copies max q what is the difference between installs and updates a installs they are sold to many people updates they are sold to a few people and removed from my botnet and come to you when you buy of course,2014-08-07 02:00:00+00:00,['botnet'],supply
selling httpbotnet com vouch for javaprophet trustable user,2014-08-07 02:37:00+00:00,['botnet'],supply
coder for a project well some mates and i want to build a booter not the regular type of booter but yeah anywise the booter will have no registration people visit the web page and they purchase a boot after the payment is complete paypal the boot will be sent list your prices,2014-08-09 05:06:00+00:00,['booter'],demand
botnet bin for sale latest version of a now off the market net pm me for details i'm not sure if you are allowed to discuss it here included panel bin one domain all paid for with btc and on a registrar that doesn't care for dmca start bid 200 buy it now 350 negotiable quantity 1 end date 15 08 14 description private botnet bin accepted payment methods btc or other cryptos additional stipulations and requirements this is a bargain given its current status and quality again pm for details or questions,2014-08-10 10:50:00+00:00,['botnet'],supply
quantum booter account for sale 600 seconds stresser hello people i have here my quantum booter account that i have used for a good duration of time unfortunately this account no longer suits my needs there is a max boot time of 600 seconds and 4 different boot methods 'udp' 'ssyn' 'udp lag' and 'xml rpc' if you interested in this account please pm me thank you,2014-08-11 11:43:00+00:00,"['booter', 'stresser']",supply
ddos service i am looking for someone serious for ddos a cf site budget $70 per day will buy daily,2014-08-13 05:11:00+00:00,['ddos'],demand
ddos services i need an ip to get fucked up plz pm me if you can do this will pay sexily ty,2014-08-16 09:25:00+00:00,['ddos'],demand
this is no longer needed or the service was closed im not selling this just want general valuation registered users login register dashboard contain news skype resolver cloudflare resolver domain resolver port status tinychat resolver geo ip new api ping ip online offline port scanner reverse dns lookup dns lookup hash cracker jokes generator ip logger youtube downloader traffic generator using proxies still under construction image up loader proxies lists auto update via curl vulnerabilty scanner password generator email spoofer bitcoin balance checker speedtest tools purchase vpn webhosting booter botnet setup server status admin panel dasboard to do list add things to do there news manager login logs manage users booter payment logs webhosting payment logs vpn payment logs tickets gateway btc paypal more coming api manager support ddos skype api creator support ddos ssh2 cloudflare center see stats settings dns how much this worth sold,2014-08-17 10:54:00+00:00,"['botnet', 'ddos', 'booter']",supply
sold jhttp java multiplatform http botnet ownership project sold to current bid $500 start bid $200 buy it now offer us increment minimum $25 quantity 1 end date 09 01 14 accepted payment methods btc you will have full exclusive ownership bot source http panel source support don't hesitate to contact us for more information,2014-08-22 01:49:00+00:00,['botnet'],supply
xboot net stresser so since i purchased xboot on my account morot4 the servers have been busy more than half of the time after about two weeks of bad service the website went completely off was i scammed is there any ways to get my money back i paid with paypal,2014-08-22 01:50:00+00:00,['stresser'],demand
deadmouse custome web stresser source deadmouse web stresser source add my skype to buy live deadea256 i will give you full support you can also buy my web site my web host is with 1 1 comes with ssl ddos protection free google ad words and much more if you do want to buy the site let me know over skype price is $30 tos do not leak this no refunds unless i approve tos may chage at anytime,2014-08-23 01:00:00+00:00,"['ddos', 'stresser']",demand
stresser needed i need good advice on a stresser everyone i buy is weak or dont have many servers does anyone know a good one that is strong and not to much money pm me if you know any good ones,2014-08-23 06:33:00+00:00,['stresser'],demand
looking to buy a nice strong putty booter just wondering if anyone has a strong booter putty that i could buy i want one that won't die in like a week one that will last and be strong at the same time,2014-08-31 05:59:00+00:00,['booter'],demand
